"atom_id","source_dataset_id","source_row_id","domain","unit_type","primary_label","secondary_labels","anchor_entity","anchor_role","relation_label","secondary_entity","secondary_role","core_statement","attributes","tags","context_time","context_location","supports","contradicts","provenance","confidence","status","notes","","","","","",""
"motive_patterns__r18__a950","motive_patterns","18","motive_patterns","entry_point","panic","[""motive_patterns""]","panic","motive_category","links_motive_category_to_surface_motive","leave scene quickly","surface_motive","motive_category=panic is structurally linked to surface_motive=leave scene quickly in motive_patterns.","{""motive_category"":""panic"",""surface_motive"":""leave scene quickly""}","[""dataset:motive_patterns"",""col:motive_category"",""col:surface_motive""]","","","[]","[]","{""source"":""umgg_entry_points"",""source_type"":""dataset_row"","""rule_ids"":[""umgg_ep_v1""]",""umgg_mastergrid_version"":""1.0""}","0.9","active","UMGG entry point from dataset motive_patterns, row 18."
"case_archetypes_merged__r18__a951","case_archetypes_merged","18","case_archetypes_merged","entry_point","shoplifting_incident","[""case_archetypes_merged""]","shoplifting_incident","case_archetype","links_case_archetype_to_setup","monitored_retail_space","setup","case_archetype=shoplifting_incident is structurally linked to setup=monitored_retail_space in case_archetypes_merged.","{""case_archetype"":""shoplifting_incident"",""setup"":""monitored_retail_space""}","[""dataset:case_archetypes_merged"",""col:case_archetype"",""col:setup""]","","","[]","[]","{""source"":""umgg_entry_points"",""source_type"":""dataset_row"","""rule_ids"":[""umgg_ep_v1""]",""umgg_mastergrid_version"":""1.0""}","0.9","active","UMGG entry point from dataset case_archetypes_merged, row 18."
"frnsc_reasoning_fallacies_mtrx__r18__a952","frnsc_reasoning_fallacies_mtrx","18","frnsc_reasoning_fallacies_mtrx","entry_point","anchoring_bias","[""frnsc_reasoning_fallacies_mtrx""]","anchoring_bias","fallacy_name","links_fallacy_name_to_surface_form","first_impression_overweights_all","surface_form","fallacy_name=anchoring_bias is structurally linked to surface_form=first_impression_overweights_all in frnsc_reasoning_fallacies_mtrx.","{""fallacy_name"":""anchoring_bias"",""surface_form"":""first_impression_overweights_all""}","[""dataset:frnsc_reasoning_fallacies_mtrx"",""col:fallacy_name"",""col:surface_form""]","","","[]","[]","{""source"":""umgg_entry_points"",""source_type"":""dataset_row"","""rule_ids"":[""umgg_ep_v1""]",""umgg_mastergrid_version"":""1.0""}","0.9","active","UMGG entry point from dataset frnsc_reasoning_fallacies_mtrx, row 18."
"alibi_patterns__r18__a953","alibi_patterns","18","alibi_patterns","entry_point","online_meeting","[""alibi_patterns""]","online_meeting","alibi_scenario_type","links_alibi_scenario_type_to_claimed_location","home_office","claimed_location","alibi_scenario_type=online_meeting is structurally linked to claimed_location=home_office in alibi_patterns.","{""alibi_scenario_type"":""online_meeting"",""claimed_location"":""home_office""}","[""dataset:alibi_patterns"",""col:alibi_scenario_type"",""col:claimed_location""]","","","[]","[]","{""source"":""umgg_entry_points"",""source_type"":""dataset_row"","""rule_ids"":[""umgg_ep_v1""]",""umgg_mastergrid_version"":""1.0""}","0.9","active","UMGG entry point from dataset alibi_patterns, row 18."
"alibi_artifact_consistency__r18__a954","alibi_artifact_consistency","18","alibi_artifact_consistency","entry_point","video_call_log","[""alibi_artifact_consistency""]","video_call_log","alibi_claim_type","links_alibi_claim_type_to_forensic_artifact","platform_call_record","forensic_artifact","alibi_claim_type=video_call_log is structurally linked to forensic_artifact=platform_call_record in alibi_artifact_consistency.","{""alibi_claim_type"":""video_call_log"",""forensic_artifact"":""platform_call_record""}","[""dataset:alibi_artifact_consistency"",""col:alibi_claim_type"",""col:forensic_artifact""]","","","[]","[]","{""source"":""umgg_entry_points"",""source_type"":""dataset_row"","""rule_ids"":[""umgg_ep_v1""]",""umgg_mastergrid_version"":""1.0""}","0.9","active","UMGG entry point from dataset alibi_artifact_consistency, row 18."
"scenario_timelines_patterns__r18__a955","scenario_timelines_patterns","18","scenario_timelines_patterns","entry_point","lunch_break_errand","[""scenario_timelines_patterns""]","lunch_break_errand","scenario_type","links_scenario_type_to_claimed_time","midday","claimed_time","scenario_type=lunch_break_errand is structurally linked to claimed_time=midday in scenario_timelines_patterns.","{""scenario_type"":""lunch_break_errand"",""claimed_time"":""midday""}","[""dataset:scenario_timelines_patterns"",""col:scenario_type"",""col:claimed_time""]","","","[]","[]","{""source"":""umgg_entry_points"",""source_type"":""dataset_row"","""rule_ids"":[""umgg_ep_v1""]",""umgg_mastergrid_version"":""1.0""}","0.9","active","UMGG entry point from dataset scenario_timelines_patterns, row 18."
"forensic_evidense_pattern__r18__a956","forensic_evidense_pattern","18","forensic_evidense_pattern","entry_point","latent_print","[""forensic_evidense_pattern""]","latent_print","evidence_type","links_evidence_type_to_substrate","polished_metal","substrate","evidence_type=latent_print is structurally linked to substrate=polished_metal in forensic_evidense_pattern.","{""evidence_type"":""latent_print"",""substrate"":""polished_metal""}","[""dataset:forensic_evidense_pattern"",""col:evidence_type"",""col:substrate""]","","","[]","[]","{""source"":""umgg_entry_points"",""source_type"":""dataset_row"","""rule_ids"":[""umgg_ep_v1""]",""umgg_mastergrid_version"":""1.0""}","0.9","active","UMGG entry point from dataset forensic_evidense_pattern, row 18."
"behavioral_anomalies__r18__a957","behavioral_anomalies","18","behavioral_anomalies","entry_point","questioning","[""behavioral_anomalies""]","questioning","scenario_type","links_scenario_type_to_observable_behavior","asks_to_repeat_simple_question","observable_behavior","scenario_type=questioning is structurally linked to observable_behavior=asks_to_repeat_simple_question in behavioral_anomalies.","{""scenario_type"":""questioning"","""observable_behavior"":""asks_to_repeat_simple_question""}","[""dataset:behavioral_anomalies"",""col:scenario_type"",""col:observable_behavior""]","","","[]","[]","{""source"":""umgg_entry_points"",""source_type"":""dataset_row"","""rule_ids"":[""umgg_ep_v1""]",""umgg_mastergrid_version"":""1.0""}","0.9","active","UMGG entry point from dataset behavioral_anomalies, row 18."
"trace_evidence_matrix__r18__a958","trace_evidence_matrix","18","trace_evidence_matrix","entry_point","office_carpet","[""trace_evidence_matrix""]","office_carpet","environment_type","links_environment_type_to_expected_trace","synthetic_fibers","expected_trace","environment_type=office_carpet is structurally linked to expected_trace=synthetic_fibers in trace_evidence_matrix.","{""environment_type"":""office_carpet"",""expected_trace"":""synthetic_fibers""}","[""dataset:trace_evidence_matrix"",""col:environment_type"",""col:expected_trace""]","","","[]","[]","{""source"":""umgg_entry_points"",""source_type"":""dataset_row"","""rule_ids"":[""umgg_ep_v1""]",""umgg_mastergrid_version"":""1.0""}","0.9","active","UMGG entry point from dataset trace_evidence_matrix, row 18."
"for_evidence_probability_mtrx__r18__a959","for_evidence_probability_mtrx","18","for_evidence_probability_mtrx","entry_point","partial_shoeprint","[""for_evidence_probability_mtrx""]","partial_shoeprint","evidence_type","links_evidence_type_to_strength_indicator","low","strength_indicator","evidence_type=partial_shoeprint is structurally linked to strength_indicator=low in for_evidence_probability_mtrx.","{""evidence_type"":""partial_shoeprint"",""strength_indicator"":""low""}","[""dataset:for_evidence_probability_mtrx"",""col:evidence_type"",""col:strength_indicator""]","","","[]","[]","{""source"":""umgg_entry_points"",""source_type"":""dataset_row"","""rule_ids"":[""umgg_ep_v1""]",""umgg_mastergrid_version"":""1.0""}","0.9","active","UMGG entry point from dataset for_evidence_probability_mtrx, row 18."
"motive_patterns__r19__a960","motive_patterns","19","motive_patterns","entry_point","embarrassment","[""motive_patterns""]","embarrassment","motive_category","links_motive_category_to_surface_motive","hide mistake","surface_motive","motive_category=embarrassment is structurally linked to surface_motive=hide mistake in motive_patterns.","{""motive_category"":""embarrassment"",""surface_motive"":""hide mistake""}","[""dataset:motive_patterns"",""col:motive_category"",""col:surface_motive""]","","","[]","[]","{""source"":""umgg_entry_points"",""source_type"":""dataset_row"","""rule_ids"":[""umgg_ep_v1""]",""umgg_mastergrid_version"":""1.0""}","0.9","active","UMGG entry point from dataset motive_patterns, row 19."
"case_archetypes_merged__r19__a961","case_archetypes_merged","19","case_archetypes_merged","entry_point","shared_storage_dispute","[""case_archetypes_merged""]","shared_storage_dispute","case_archetype","links_case_archetype_to_setup","communal_storage_room","setup","case_archetype=shared_storage_dispute is structurally linked to setup=communal_storage_room in case_archetypes_merged.","{""case_archetype"":""shared_storage_dispute"",""setup"":""communal_storage_room""}","[""dataset:case_archetypes_merged"",""col:case_archetype"",""col:setup""]","","","[]","[]","{""source"":""umgg_entry_points"",""source_type"":""dataset_row"","""rule_ids"":[""umgg_ep_v1""]",""umgg_mastergrid_version"":""1.0""}","0.9","active","UMGG entry point from dataset case_archetypes_merged, row 19."
"frnsc_reasoning_fallacies_mtrx__r19__a962","frnsc_reasoning_fallacies_mtrx","19","frnsc_reasoning_fallacies_mtrx","entry_point","cherry_picking","[""frnsc_reasoning_fallacies_mtrx""]","cherry_picking","fallacy_name","links_fallacy_name_to_surface_form","selects_only_supportive_details","surface_form","fallacy_name=cherry_picking is structurally linked to surface_form=selects_only_supportive_details in frnsc_reasoning_fallacies_mtrx.","{""fallacy_name"":""cherry_picking"",""surface_form"":""selects_only_supportive_details""}","[""dataset:frnsc_reasoning_fallacies_mtrx"",""col:fallacy_name"",""col:surface_form""]","","","[]","[]","{""source"":""umgg_entry_points"",""source_type"":""dataset_row"","""rule_ids"":[""umgg_ep_v1""]",""umgg_mastergrid_version"":""1.0""}","0.9","active","UMGG entry point from dataset frnsc_reasoning_fallacies_mtrx, row 19."
"alibi_patterns__r19__a963","alibi_patterns","19","alibi_patterns","entry_point","late_night_snack_run","[""alibi_patterns""]","late_night_snack_run","alibi_scenario_type","links_alibi_scenario_type_to_claimed_location","24h_store","claimed_location","alibi_scenario_type=late_night_snack_run is structurally linked to claimed_location=24h_store in alibi_patterns.","{""alibi_scenario_type"":""late_night_snack_run"",""claimed_location"":""24h_store""}","[""dataset:alibi_patterns"",""col:alibi_scenario_type"",""col:claimed_location""]","","","[]","[]","{""source"":""umgg_entry_points"",""source_type"":""dataset_row"","""rule_ids"":[""umgg_ep_v1""]",""umgg_mastergrid_version"":""1.0""}","0.9","active","UMGG entry point from dataset alibi_patterns, row 19."
"alibi_artifact_consistency__r19__a964","alibi_artifact_consistency","19","alibi_artifact_consistency","entry_point","loyalty_card_use","[""alibi_artifact_consistency""]","loyalty_card_use","alibi_claim_type","links_alibi_claim_type_to_forensic_artifact","store_loyalty_log","forensic_artifact","alibi_claim_type=loyalty_card_use is structurally linked to forensic_artifact=store_loyalty_log in alibi_artifact_consistency.","{""alibi_claim_type"":""loyalty_card_use"",""forensic_artifact"":""store_loyalty_log""}","[""dataset:alibi_artifact_consistency"",""col:alibi_claim_type"",""col:forensic_artifact""]","","","[]","[]","{""source"":""umgg_entry_points"",""source_type"":""dataset_row"","""rule_ids"":[""umgg_ep_v1""]",""umgg_mastergrid_version"":""1.0""}","0.9","active","UMGG entry point from dataset alibi_artifact_consistency, row 19."
"scenario_timelines_patterns__r19__a965","scenario_timelines_patterns","19","scenario_timelines_patterns","entry_point","closing_time_rush","[""scenario_timelines_patterns""]","closing_time_rush","scenario_type","links_scenario_type_to_claimed_time","late_evening","claimed_time","scenario_type=closing_time_rush is structurally linked to claimed_time=late_evening in scenario_timelines_patterns.","{""scenario_type"":""closing_time_rush"",""claimed_time"":""late_evening""}","[""dataset:scenario_timelines_patterns"",""col:scenario_type"",""col:claimed_time""]","","","[]","[]","{""source"":""umgg_entry_points"",""source_type"":""dataset_row"","""rule_ids"":[""umgg_ep_v1""]",""umgg_mastergrid_version"":""1.0""}","0.9","active","UMGG entry point from dataset scenario_timelines_patterns, row 19."
"forensic_evidense_pattern__r19__a966","forensic_evidense_pattern","19","forensic_evidense_pattern","entry_point","hair_strand","[""forensic_evidense_pattern""]","hair_strand","evidence_type","links_evidence_type_to_substrate","bathroom_drain","substrate","evidence_type=hair_strand is structurally linked to substrate=bathroom_drain in forensic_evidense_pattern.","{""evidence_type"":""hair_strand"",""substrate"":""bathroom_drain""}","[""dataset:forensic_evidense_pattern"",""col:evidence_type"",""col:substrate""]","","","[]","[]","{""source"":""umgg_entry_points"",""source_type"":""dataset_row"","""rule_ids"":[""umgg_ep_v1""]",""umgg_mastergrid_version"":""1.0""}","0.9","active","UMGG entry point from dataset forensic_evidense_pattern, row 19."
"behavioral_anomalies__r19__a967","behavioral_anomalies","19","behavioral_anomalies","entry_point","timeline_discussion","[""behavioral_anomalies""]","timeline_discussion","scenario_type","links_scenario_type_to_observable_behavior","cannot_anchor_start_time","observable_behavior","scenario_type=timeline_discussion is structurally linked to observable_behavior=cannot_anchor_start_time in behavioral_anomalies.","{""scenario_type"":""timeline_discussion"",""observable_behavior"":""cannot_anchor_start_time""}","[""dataset:behavioral_anomalies"",""col:scenario_type"",""col:observable_behavior""]","","","[]","[]","{""source"":""umgg_entry_points"",""source_type"":""dataset_row"","""rule_ids"":[""umgg_ep_v1""]",""umgg_mastergrid_version"":""1.0""}","0.9","active","UMGG entry point from dataset behavioral_anomalies, row 19."
"trace_evidence_matrix__r19__a968","trace_evidence_matrix","19","trace_evidence_matrix","entry_point","stairwell","[""trace_evidence_matrix""]","stairwell","environment_type","links_environment_type_to_expected_trace","dust_and_paint_flakes","expected_trace","environment_type=stairwell is structurally linked to expected_trace=dust_and_paint_flakes in trace_evidence_matrix.","{""environment_type"":""stairwell"",""expected_trace"":""dust_and_paint_flakes""}","[""dataset:trace_evidence_matrix"",""col:environment_type"",""col:expected_trace""]","","","[]","[]","{""source"":""umgg_entry_points"",""source_type"":""dataset_row"","""rule_ids"":[""umgg_ep_v1""]",""umgg_mastergrid_version"":""1.0""}","0.9","active","UMGG entry point from dataset trace_evidence_matrix, row 19."
